Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_idynufedne,0.13100366179941664,0.042716819877782614,0.0005563315579926037,0.05552137683629364,0.02662460323903761,0.7435772066894768
tour_id9r3y5moe,0.2474582258468404,0.5545906037164257,0.021088702970042346,0.008307797112374563,0.023610859681973975,0.14494381067234302
tour_idf6itml6g,0.7297426624957434,0.1405925226110992,0.0031787388099706222,0.006370968519957536,0.003943833969630011,0.11617127359359924
tour_id99u4znru,0.04488175945023714,0.019433542568523164,0.00041645631619373466,0.29037540086111785,0.1368433877465431,0.5080494530573851
tour_idj4i9urbx,0.021537528544089073,0.008644391267779059,0.0002465214885630432,0.26686439812726426,0.2931980671891333,0.40950909338317115
tour_ids94pi2qs,0.03792449920031478,0.016404499154491346,0.0003822919071996328,0.11470850941110779,0.5560128056415093,0.27456739468537716
tour_id9xx2dq4e,0.14167659928110282,0.8089833274413736,0.004013015453224275,0.006751078029090239,0.003394473577978779,0.03518150621723035
tour_id9q7cbwf5,0.022903641468084986,0.006962253654306605,0.00021452548060855108,0.23404558477823495,0.3382803248318834,0.3975936697868815
tour_id28uzu8li,0.31688632571495634,0.4045240235860107,0.010234463924757378,0.012037255114806713,0.06930045595690645,0.1870174757025624
tour_idf7lvpips,0.017858077871928637,0.00752446610979118,0.0003957443832971685,0.3825132363252152,0.25911756941162534,0.3325909058981424
tour_id69abaq9f,0.17004133379790773,0.2935184767980583,0.014263779035755934,0.06551635472843607,0.04149287871426963,0.41516717692557226
tour_id20ne7vgg,0.012243655987549024,0.004262368043804736,0.0002346408878042445,0.3298181758851181,0.47053102320436374,0.18291013599136013
tour_ida99j69n7,0.16022537819996346,0.778442346818419,0.014360973144845125,0.002788950548622366,0.004685904104723659,0.03949644718342626
tour_idzwulen6z,0.006913879478726189,0.0037487634192564442,0.00022961837680663316,0.07752241636416723,0.8498911951530383,0.06169412720800493
tour_id82x4wwmo,0.39952308811096005,0.42494909867581726,0.004946788133330394,0.025634453206277726,0.023335062510708424,0.12161150936290618
tour_idlhvaq2mf,0.12360773640705938,0.027414153645458926,0.0005212870100800428,0.05194414595159521,0.08109632756022679,0.7154163494255796
tour_id8t7kqb9n,0.7674622381065972,0.15207253005153434,0.004744430848199128,0.0060070687601620106,0.004471467807221297,0.06524226442628601
tour_idrn7vpcu5,0.016358049936934124,0.008433426709124437,0.00023864865983331328,0.228635354627298,0.22729424418846345,0.5190402758783467
tour_idqk4wakw3,0.19592492341834866,0.7093551054561742,0.008189844129104427,0.006326572686792208,0.005562931110643907,0.07464062319893647
tour_id6fa1ag4g,0.22859073491890908,0.09595013418494067,0.001721953513590851,0.05393309120937766,0.039348336012233,0.5804557501609487
tour_id8yxycz3h,0.17898892906832936,0.09188349357735671,0.0010120318011884255,0.21425576021216935,0.07928714534960496,0.4345726399913512
tour_idq3khwer6,0.023442489531705107,0.00861045840058131,0.00021630683643465102,0.18806396461396396,0.08256176701557173,0.6971050136017432
tour_idhgharflp,0.18866198840189113,0.0638249124138709,0.0019555913813290504,0.06174046280196825,0.046736253686998346,0.6370807913139422
tour_idqjzzhcvz,0.24420410856575975,0.5512136100244378,0.10699972671938587,0.02030968380269152,0.014575377952894375,0.06269749293483057
tour_id0l0xaktp,0.09482420083807835,0.02461854821244059,0.00046065952729509147,0.1703015598977644,0.03125577484053521,0.6785392566838864
tour_idbg22qq89,0.06943823210339638,0.019201398624843505,0.0005607424231440846,0.10279285659101738,0.11142121260374223,0.6965855576538563
tour_idwkhfwtqp,0.4276976801233733,0.48864871436895646,0.002299453895598975,0.006029322874787444,0.0031249193935629247,0.07219990934372084
tour_id34dyvoyk,0.14287994997471,0.021827622003398356,0.00043810390585496517,0.06080794307333921,0.0373437543410801,0.7367026267016172
tour_id5cfn85zh,0.1961118950067735,0.08146190540734503,0.0013146770773237123,0.06167206604726138,0.03853695312844891,0.6209025033328474
tour_id84rchmqs,0.01944185317022644,0.009105161217523599,0.00034663564987212045,0.3204362993325317,0.2367143441286586,0.4139557065011875
tour_idjh4cjj2x,0.1310339328548223,0.016026862872320025,0.00037892181567606223,0.18790774770583163,0.08335190975672072,0.5813006249946292
